timestamp,accX,accY,accZ
0.0,-0.6925525072422298,-0.1474654767288476,-0.1427117380817286
0.001,-0.6728573442592165,1.231413509517814,0.2055945220140178
0.002,0.9486255804793718,-0.1678272398828516,0.3558234836746111
0.003,-0.2225009169533274,-0.7384703224029768,-0.1443616807291274
0.004,-0.4220713690032724,0.3664121858057458,1.425508239822294
0.005,-0.6571039136895274,-0.5573160121406342,-0.5818153522327908
0.006,-0.5652021524912031,-1.979370342506279,-1.1661812639527864
0.007,0.0295134749108786,-0.9558414843302968,1.489889675369768
0.008,1.896625724967432,-1.5128944909838735,-0.8211748891518371
0.009000000000000001,-0.0885765084855579,-0.7294102718252778,0.0570323391502869
0.01,-0.7765978017811204,1.6548774714419678,0.4499038868752603
0.011,1.2479947576378965,-0.6546882052050799,-2.3166458652251505
0.012,-1.387147854254535,0.1422459859451516,-0.9383713255655308
0.013000000000000001,-1.2558422680065766,2.5583606594634376,-0.812925175914844
0.014,2.5242521182040485,0.543036470779239,1.489889675369768
0.015,-0.9998051492274028,0.9438503062591452,1.489889675369768
0.016,0.8107594395982782,1.4397479715132535,-2.004655179521637
0.017,1.271631653034234,-0.0727434101086495,0.009167166226263
0.018000000000000002,-1.207259066103996,-2.393750903206915,0.9467891659842016
0.019,1.2860756724940177,-0.7996023131566263,-0.1856270830635567
0.02,-0.7674049258445665,-0.1225503376401753,1.451924158330136
0.021,-1.254532856896671,0.5158796696919608,-0.8624402914862666
0.022,1.4029372392821922,0.2033779766988012,-0.5603492616671452
0.023,-1.0812181224628747,0.6132518627564064,1.489889675369768
0.024,-0.688624273912513,-1.028321888951889,0.1346133158769496
0.025,0.5416012115528335,-0.416931929477937,-2.1812832235406088
0.026000000000000002,-2.253735025507124,0.5000245811809876,0.1230637173451593
0.027,-0.892136458375782,-0.3806917271671409,-0.5735656389957976
0.028,0.4247396447646589,-1.6419768610702656,0.6579145134937325
0.029,1.6392791950783523,-0.5844961638737312,0.9748550271394418
0.03,0.4326096105076999,1.779406465593692,-2.272080577595924
0.031,0.2159628176945528,-0.6863983822270263,-0.7749428227257487
0.032,0.8002571525518187,0.128655910078603,0.6579145134937325
0.033,-1.56309490999175,1.7703464150159929,0.1461797505582036
0.034,-0.3012815688853809,-0.097635198551503,1.489889675369768
0.035,1.232241327068207,1.3537008416709315,-0.1658277712947729
0.036000000000000004,-0.2645100651391654,0.3709422110945953,-1.5194373519907294
0.037,0.436551342921024,0.4773744547367399,0.7173292849495471
0.038,-0.0492671770211748,0.1965829387655269,0.6347984802806882
0.039,-0.4247036903066909,-0.8652876798449444,-0.3639050697299267
0.04,0.8041988849651428,-0.5369308983408113,1.489889675369768
0.041,-1.5591531775784258,1.1431013670310672,-0.1724275418843676
0.042,0.8435892109311697,-0.1519955020176971,-1.3989410302822385
0.043000000000000003,0.2527343214407683,-1.0237918636630394,1.489889675369768
0.044,0.083347820336689,-1.1709709842590108,-0.1394118527869314
0.045,-0.1660342502240985,-0.9377447338207175,-1.9221243748527783
0.046,-1.2020079225807665,-0.661483243138354,1.489889675369768
0.047,0.0242623313876488,0.8464781131946997,-0.971387014662967
0.048,-0.0164374056882834,0.0969457330566565,0.2650261296192958
0.049,1.5197988060703669,-0.953576471685872,1.489889675369768
0.05,-0.8251675046000937,0.1694261376782486,-2.116918624142598
0.051000000000000004,-0.5376235246815414,-0.2221875433490457,-1.9518401786554167
0.052000000000000005,1.131133190849722,1.530325126644425,-0.2516584612584291
0.053,-1.207259066103996,1.8541285322138896,-1.3312597094399674
0.054,0.8488403544543993,-0.2040674421936476,1.489889675369768
0.055,1.4948390004805163,-0.0546233089532515,1.489889675369768
0.056,0.1700119370953907,-0.1270803629290248,-1.192597182460628
0.057,0.6886467292868738,-0.1180203123513258,-0.4514025384904447
0.058,-0.6715479331493109,0.0833790078359268,0.1973448087770248
0.059000000000000004,-0.6938754174357428,-0.1746222778161258,-0.6148310413302268
0.06,-0.1371462113045313,-0.2901145720359695,1.489889675369768
0.061,-0.9302173732319032,-0.247102682437718,1.042536347981713
0.062,0.275048306643593,1.1498964049643414,-1.9122247189683863
0.063,0.301317523343349,0.3505804479405914,0.6711140546729218
0.064,-0.901329334312336,-0.8947094935766473,1.306661860761202
0.065,-0.3708693448808805,-0.5165457845409885,-2.1185685667899965
0.066,0.1253704676061342,-1.9839003677951283,-0.1228955901634817
0.067,0.0597244240239587,-1.0985139302832376,0.6760638826151176
0.068,0.1161775916695803,-0.4010768409669636,-0.6181309266250242
0.069,0.7109742135733057,-1.0237918636630394,1.489889675369768
0.07,0.1765724917285261,0.1331859353674526,-0.8310745450362289
0.07100000000000001,-0.0479442668276619,0.7400458695525551,-3.6471562488575255
0.07200000000000001,-0.100388206641923,-0.4893889834537103,0.4631202642039129
0.073,-0.2828958170122732,1.183871594630713,-0.6494966730750616
0.074,-0.0335002473678783,2.766695121458877,0.9616386498107892
0.075,0.3078780779764843,1.5914571173980747,1.489889675369768
0.076,0.5468523550760633,-0.1384054261511486,-1.1331655748553506
0.077,1.0182268555584788,-0.1384054261511486,-1.2982440203425314
0.078,-0.3866227754505698,-1.5762914943819477,0.9467891659842016
0.079,0.0767872657035536,-0.3263547743467657,-1.0853004019313264
0.08,-1.0523300835433076,0.3981223628276923,1.489889675369768
0.081,-0.5967090136305816,0.1422459859451516,1.489889675369768
0.082,0.7319787876662247,-0.7701804994249234,-2.2737305202433222
0.083,-1.7154050703326271,0.1897879008322526,1.488239732722369
0.084,0.850149765564305,1.419362857713431,-1.4220402273458197
0.085,-0.2526983669828003,-1.829902858620064,1.103617898234389
0.08600000000000001,-1.5433997470087364,0.3913273248944181,-0.6065644919437704
0.08700000000000001,1.752199029453203,-0.1497304893732723,-1.9782560971632588
0.088,-0.0505765881310804,-0.3557765880784685,1.489889675369768
0.089,0.3525195474657408,-1.3090900542772832,0.0124670515210602
0.09,1.1692141057058432,0.964235420058968,-2.173033510303615
0.091,-0.4273225125265021,-1.4245823484971267,-0.9218718990915444
0.092,-0.1384691214980442,0.3098102203409458,-1.1166493122319006
0.093,0.2501020001373499,1.3672909175374806,0.5638172741436199
0.094,-1.0510071733497948,0.4185074766275152,1.489889675369768
0.095,1.613023477462204,0.4411576030717627,1.2009981867298358
0.096,0.2947434696266063,0.6992989925987283,-1.0671341966604782
0.097,-0.7358845656215808,0.5543615340013628,-0.8327244876836277
0.098,1.0654871472675465,-0.4304986546986666,-0.301190412979315
0.099,-0.7765978017811204,0.0108986032143346,0.6661642267307256
0.1,0.1082941268429321,0.7672260212856521,1.489889675369768
