timestamp,accX,accY,accZ
0.0,-0.6511161943152003,-0.7376083414234486,-0.2040509457375815
0.001,-0.6059069804038592,0.3946023580046146,-0.8208021572962813
0.002,1.429516577411435,0.1072477039081466,1.3965349741770872
0.003,-0.7117654657358812,0.0859572964475925,1.2115050079739995
0.004,-0.3997107938859594,0.7692037849420128,-1.0329115505597708
0.005,1.0005845245620326,-0.9227909885829276,-0.6327650705811035
0.006,-0.587168055981731,-1.7486393093157189,-0.9306234257939346
0.007,0.1327898091876182,-1.469822767077143,0.3886586441759904
0.008,-0.0501782731917814,-0.0948136271040809,0.930201158029256
0.009000000000000001,-0.3478925098366263,-1.069650902313409,-1.1848478486782763
0.01,0.2320392243816483,0.0433984304001551,-0.5003903982427753
0.011,-0.1538261776028627,0.7926232331486223,-0.703478429969995
0.012,-0.2541638787887405,0.2945593918136811,-0.1634241339211823
0.013000000000000001,-1.2597854805057038,0.7926232331486223,1.303268210947521
0.014,-0.5331391910114572,1.959030277755596,0.8143656485074227
0.015,0.5297534610264931,1.6589013791827956,0.6639329106449618
0.016,0.5948012216642252,-0.6056517129153546,-0.3063390705034177
0.017,0.002682951599739,0.1817421811464152,-0.401109393989029
0.018000000000000002,0.4051447149599279,-1.3655217193940987,0.2487508281058447
0.019,0.141620796558966,0.1051186631620912,0.8399415153117797
0.02,-0.0578983019464513,0.539333230989041,0.9783457711258802
0.021,-0.2806341682779535,-0.1331363605330782,-0.9501850515741116
0.022,0.3422961989307215,0.3775700320361713,-0.5725919754361194
0.023,0.7436583399866477,-0.7120818013444542,1.3965349741770872
0.024,-0.1604352477408547,-0.3183190076925573,0.0411521156104903
0.025,0.2309282657649704,1.1757408230702422,-0.5154413432548175
0.026000000000000002,-0.3500917544451519,-0.4225981065019309,-1.1592719818739192
0.027,-0.21116524579834,-1.6464673023787295,0.2607793101542047
0.028,0.1140508847654901,-0.4204690657558755,1.3965349741770872
0.029,0.1449196634717544,0.2647528213689054,-0.3349220578198649
